run_id,timestamp,epoch,build_order,phase,template,site_code,target,seconds,note
1789913904-1669380,2026-09-21T12:51:06+02:00,1789987866,parallel,build,09_lgf,09_lgf,lantiq-xrx200,405,
1789913904-1669380,2026-09-21T12:51:52+02:00,1789987912,parallel,build,11_lvr-key,11_lvr,ath79-nand,399,
1789913904-1669380,2026-09-21T12:52:28+02:00,1789987948,parallel,build,17_wip-key,17_wip,bcm27xx-bcm2710,379,
1789913904-1669380,2026-09-21T12:54:46+02:00,1789988086,parallel,build,16_gmb,16_gmb,x86-64,455,
1789913904-1669380,2026-09-21T12:55:09+02:00,1789988109,parallel,build,14_bar-key,14_bar,ipq40xx-mikrotik,458,
1789913904-1669380,2026-09-21T12:56:17+02:00,1789988177,parallel,build,20_grt-key,20_grt,mediatek-mt7622,390,
1789913904-1669380,2026-09-21T12:57:44+02:00,1789988264,parallel,build,47_roes-key,47_roes,ath79-generic,633,
1789913904-1669380,2026-09-21T12:58:51+02:00,1789988331,parallel,build,11_lvr-key,11_lvr,lantiq-xrx200,462,
1789913904-1669380,2026-09-21T13:00:14+02:00,1789988414,parallel,build,11_lvr,11_lvr,ath79-nand,496,
1789913904-1669380,2026-09-21T13:00:46+02:00,1789988446,parallel,build,15_mrh-key,15_mrh,ramips-mt7621,582,
1789913904-1669380,2026-09-21T13:01:21+02:00,1789988481,parallel,build,17_wip,17_wip,bcm27xx-bcm2710,501,
1789913904-1669380,2026-09-21T13:03:44+02:00,1789988624,parallel,build,17_wip-key,17_wip,x86-64,530,
1789913904-1669380,2026-09-21T13:04:18+02:00,1789988658,parallel,build,14_bar,14_bar,ipq40xx-mikrotik,547,
1789913904-1669380,2026-09-21T13:04:29+02:00,1789988669,parallel,build,20_grt,20_grt,mediatek-mt7622,436,
1789913904-1669380,2026-09-21T13:06:06+02:00,1789988766,parallel,build,11_lvr,11_lvr,lantiq-xrx200,405,
1789913904-1669380,2026-09-21T13:07:43+02:00,1789988863,parallel,build,14_bar-key,14_bar,ath79-nand,418,
1789913904-1669380,2026-09-21T13:08:39+02:00,1789988919,parallel,build,19_agi-key,19_agi,bcm27xx-bcm2710,435,
1789913904-1669380,2026-09-21T13:09:08+02:00,1789988948,parallel,build,47_roes,47_roes,ath79-generic,654,
1789913904-1669380,2026-09-21T13:09:35+02:00,1789988975,parallel,build,15_mrh,15_mrh,ramips-mt7621,524,
1789913904-1669380,2026-09-21T13:12:14+02:00,1789989134,parallel,build,22_dusukn-key,22_dusukn,mediatek-mt7622,461,
1789913904-1669380,2026-09-21T13:12:49+02:00,1789989169,parallel,build,17_wip,17_wip,x86-64,519,
1789913904-1669380,2026-09-21T13:13:22+02:00,1789989202,parallel,build,15_mrh-key,15_mrh,ipq40xx-mikrotik,542,
1789913904-1669380,2026-09-21T13:14:01+02:00,1789989241,parallel,build,14_bar-key,14_bar,lantiq-xrx200,450,
1789913904-1669380,2026-09-21T13:15:34+02:00,1789989334,parallel,build,14_bar,14_bar,ath79-nand,465,
1789913904-1669380,2026-09-21T13:17:07+02:00,1789989427,parallel,build,19_agi,19_agi,bcm27xx-bcm2710,484,
1789913904-1669380,2026-09-21T13:18:18+02:00,1789989498,parallel,build,16_gmb-key,16_gmb,ramips-mt7621,520,
1789913904-1669380,2026-09-21T13:20:15+02:00,1789989615,parallel,build,22_dusukn,22_dusukn,mediatek-mt7622,477,
1789913904-1669380,2026-09-21T13:22:11+02:00,1789989731,parallel,build,14_bar,14_bar,lantiq-xrx200,464,
1789913904-1669380,2026-09-21T13:22:47+02:00,1789989767,parallel,build,15_mrh,15_mrh,ipq40xx-mikrotik,561,
1789913904-1669380,2026-09-21T13:22:59+02:00,1789989779,parallel,build,19_agi-key,19_agi,x86-64,573,
1789913904-1669380,2026-09-21T13:23:57+02:00,1789989837,parallel,build,15_mrh-key,15_mrh,ath79-nand,466,
1789913904-1669380,2026-09-21T13:24:52+02:00,1789989892,parallel,build,20_grt-key,20_grt,bcm27xx-bcm2710,460,
1789913904-1669380,2026-09-21T13:28:10+02:00,1789990090,parallel,build,23_dusuks-key,23_dusuks,mediatek-mt7622,445,
1789913904-1669380,2026-09-21T13:28:22+02:00,1789990102,parallel,build,16_gmb,16_gmb,ramips-mt7621,545,
1789913904-1669380,2026-09-21T13:29:44+02:00,1789990184,parallel,build,15_mrh-key,15_mrh,lantiq-xrx200,420,
1789913904-1669380,2026-09-21T13:31:12+02:00,1789990272,parallel,build,16_gmb-key,16_gmb,ipq40xx-mikrotik,504,
1789913904-1669380,2026-09-21T13:31:38+02:00,1789990298,parallel,build,19_agi,19_agi,x86-64,515,
1789913904-1669380,2026-09-21T13:32:34+02:00,1789990354,parallel,build,15_mrh,15_mrh,ath79-nand,495,
1789913904-1669380,2026-09-21T13:33:22+02:00,1789990402,parallel,build,20_grt,20_grt,bcm27xx-bcm2710,484,
1789913904-1669380,2026-09-21T13:34:55+02:00,1789990495,parallel,build,23_dusuks,23_dusuks,mediatek-mt7622,401,
1789913904-1669380,2026-09-21T13:36:41+02:00,1789990601,parallel,build,17_wip-key,17_wip,ramips-mt7621,481,
1789913904-1669380,2026-09-21T13:36:41+02:00,1789990601,parallel,build,15_mrh,15_mrh,lantiq-xrx200,374,
1789913904-1669380,2026-09-21T13:38:59+02:00,1789990739,parallel,build,16_gmb,16_gmb,ipq40xx-mikrotik,456,
1789913904-1669380,2026-09-21T13:40:16+02:00,1789990816,parallel,build,20_grt-key,20_grt,x86-64,496,
1789913904-1669380,2026-09-21T13:41:07+02:00,1789990867,parallel,build,16_gmb-key,16_gmb,ath79-nand,492,
1789913904-1669380,2026-09-21T13:41:41+02:00,1789990901,parallel,build,22_dusukn-key,22_dusukn,bcm27xx-bcm2710,474,
1789913904-1669380,2026-09-21T13:42:34+02:00,1789990954,parallel,build,24_dusukw-key,24_dusukw,mediatek-mt7622,447,
1789913904-1669380,2026-09-21T13:45:24+02:00,1789991124,parallel,build,16_gmb-key,16_gmb,lantiq-xrx200,474,
1789913904-1669380,2026-09-21T13:47:04+02:00,1789991224,parallel,build,17_wip,17_wip,ramips-mt7621,574,
1789913904-1669380,2026-09-21T13:48:58+02:00,1789991338,parallel,build,17_wip-key,17_wip,ipq40xx-mikrotik,568,
1789913904-1669380,2026-09-21T13:49:52+02:00,1789991392,parallel,build,16_gmb,16_gmb,ath79-nand,519,
1789913904-1669380,2026-09-21T13:50:02+02:00,1789991402,parallel,build,20_grt,20_grt,x86-64,548,
1789913904-1669380,2026-09-21T13:50:34+02:00,1789991434,parallel,build,22_dusukn,22_dusukn,bcm27xx-bcm2710,510,
1789913904-1669380,2026-09-21T13:50:45+02:00,1789991445,parallel,build,24_dusukw,24_dusukw,mediatek-mt7622,453,
1789913904-1669380,2026-09-21T13:52:28+02:00,1789991548,parallel,build,16_gmb,16_gmb,lantiq-xrx200,412,
1789913904-1669380,2026-09-21T13:54:52+02:00,1789991692,parallel,build,21_dias,21_dias,mpc85xx-p1020,2692,
1789913904-1669380,2026-09-21T13:55:43+02:00,1789991743,parallel,build,19_agi-key,19_agi,ramips-mt7621,473,
1789913904-1669380,2026-09-21T13:57:10+02:00,1789991830,parallel,build,17_wip,17_wip,ipq40xx-mikrotik,466,
1789913904-1669380,2026-09-21T13:57:47+02:00,1789991867,parallel,build,17_wip-key,17_wip,ath79-nand,467,
1789913904-1669380,2026-09-21T13:58:21+02:00,1789991901,parallel,build,30_sol-key,30_sol,mediatek-mt7622,452,
1789913904-1669380,2026-09-21T13:58:53+02:00,1789991933,parallel,build,22_dusukn-key,22_dusukn,x86-64,526,
1789913904-1669380,2026-09-21T13:58:54+02:00,1789991934,parallel,build,23_dusuks-key,23_dusuks,bcm27xx-bcm2710,494,
1789913904-1669380,2026-09-21T14:00:23+02:00,1789992023,parallel,build,17_wip-key,17_wip,lantiq-xrx200,468,
1789913904-1669380,2026-09-21T14:03:13+02:00,1789992193,parallel,build,10_wlf-key,10_wlf,mpc85xx-p1020,458,
1789913904-1669380,2026-09-21T14:04:20+02:00,1789992260,parallel,build,19_agi,19_agi,ramips-mt7621,490,
1789913904-1669380,2026-09-21T14:05:17+02:00,1789992317,parallel,build,17_wip,17_wip,ath79-nand,447,
1789913904-1669380,2026-09-21T14:05:44+02:00,1789992344,parallel,build,30_sol,30_sol,mediatek-mt7622,411,
1789913904-1669380,2026-09-21T14:05:52+02:00,1789992352,parallel,build,19_agi-key,19_agi,ipq40xx-mikrotik,486,
1789913904-1669380,2026-09-21T14:06:03+02:00,1789992363,parallel,build,23_dusuks,23_dusuks,bcm27xx-bcm2710,428,
1789913904-1669380,2026-09-21T14:06:40+02:00,1789992400,parallel,build,22_dusukn,22_dusukn,x86-64,468,
1789913904-1669380,2026-09-21T14:07:56+02:00,1789992476,parallel,build,17_wip,17_wip,lantiq-xrx200,424,
1789913904-1669380,2026-09-21T14:10:08+02:00,1789992608,parallel,build,10_wlf,10_wlf,mpc85xx-p1020,409,
1789913904-1669380,2026-09-21T14:11:43+02:00,1789992703,parallel,build,19_agi-key,19_agi,ath79-nand,376,
1789913904-1669380,2026-09-21T14:12:17+02:00,1789992737,parallel,build,18_nefuk-key,18_nefuk,mediatek-mt7622,371,
1789913904-1669380,2026-09-21T14:13:14+02:00,1789992794,parallel,build,24_dusukw-key,24_dusukw,bcm27xx-bcm2710,425,
1789913904-1669380,2026-09-21T14:13:17+02:00,1789992797,parallel,build,20_grt-key,20_grt,ramips-mt7621,489,
1789913904-1669380,2026-09-21T14:13:44+02:00,1789992824,parallel,build,19_agi,19_agi,ipq40xx-mikrotik,454,
1789913904-1669380,2026-09-21T14:14:31+02:00,1789992871,parallel,build,23_dusuks-key,23_dusuks,x86-64,464,
1789913904-1669380,2026-09-21T14:15:02+02:00,1789992902,parallel,build,19_agi-key,19_agi,lantiq-xrx200,416,
1789913904-1669380,2026-09-21T14:16:58+02:00,1789993018,parallel,build,48_rdvw-key,48_rdvw,mpc85xx-p1020,391,
1789913904-1669380,2026-09-21T14:18:29+02:00,1789993109,parallel,build,18_nefuk,18_nefuk,mediatek-mt7622,340,
1789913904-1669380,2026-09-21T14:18:35+02:00,1789993115,parallel,build,19_agi,19_agi,ath79-nand,379,
1789913904-1669380,2026-09-21T14:19:34+02:00,1789993174,parallel,build,24_dusukw,24_dusukw,bcm27xx-bcm2710,356,
1789913904-1669380,2026-09-21T14:20:51+02:00,1789993251,parallel,build,20_grt-key,20_grt,ipq40xx-mikrotik,425,
1789913904-1669380,2026-09-21T14:21:42+02:00,1789993302,parallel,build,20_grt,20_grt,ramips-mt7621,483,
1789913904-1669380,2026-09-21T14:21:54+02:00,1789993314,parallel,build,19_agi,19_agi,lantiq-xrx200,407,
1789913904-1669380,2026-09-21T14:22:26+02:00,1789993346,parallel,build,23_dusuks,23_dusuks,x86-64,459,
1789913904-1669380,2026-09-21T14:23:42+02:00,1789993422,parallel,build,48_rdvw,48_rdvw,mpc85xx-p1020,399,
1789913904-1669380,2026-09-21T14:25:42+02:00,1789993542,parallel,build,31_lvrno-key,31_lvrno,mediatek-mt7622,422,
1789913904-1669380,2026-09-21T14:26:03+02:00,1789993563,parallel,build,20_grt-key,20_grt,ath79-nand,437,
1789913904-1669380,2026-09-21T14:26:52+02:00,1789993612,parallel,build,30_sol-key,30_sol,bcm27xx-bcm2710,408,
1789913904-1669380,2026-09-21T14:28:17+02:00,1789993697,parallel,build,20_grt-key,20_grt,lantiq-xrx200,379,
1789913904-1669380,2026-09-21T14:28:31+02:00,1789993711,parallel,build,20_grt,20_grt,ipq40xx-mikrotik,422,
1789913904-1669380,2026-09-21T14:29:21+02:00,1789993761,parallel,build,22_dusukn-key,22_dusukn,ramips-mt7621,451,
1789913904-1669380,2026-09-21T14:30:14+02:00,1789993814,parallel,build,24_dusukw-key,24_dusukw,x86-64,462,
1789913904-1669380,2026-09-21T14:30:37+02:00,1789993837,parallel,build,05_mon-key,05_mon,mpc85xx-p1020,388,
1789913904-1669380,2026-09-21T14:32:08+02:00,1789993928,parallel,build,31_lvrno,31_lvrno,mediatek-mt7622,379,
1789913904-1669380,2026-09-21T14:32:36+02:00,1789993956,parallel,build,20_grt,20_grt,ath79-nand,388,
1789913904-1669380,2026-09-21T14:33:22+02:00,1789994002,parallel,build,30_sol,30_sol,bcm27xx-bcm2710,382,
1789913904-1669380,2026-09-21T14:34:35+02:00,1789994075,parallel,build,20_grt,20_grt,lantiq-xrx200,369,
1789913904-1669380,2026-09-21T14:35:40+02:00,1789994140,parallel,build,22_dusukn-key,22_dusukn,ipq40xx-mikrotik,426,
1789913904-1669380,2026-09-21T14:36:42+02:00,1789994202,parallel,build,05_mon,05_mon,mpc85xx-p1020,361,
1789913904-1669380,2026-09-21T14:37:37+02:00,1789994257,parallel,build,22_dusukn,22_dusukn,ramips-mt7621,467,
1789913904-1669380,2026-09-21T14:38:08+02:00,1789994288,parallel,build,24_dusukw,24_dusukw,x86-64,468,
1789913904-1669380,2026-09-21T14:39:11+02:00,1789994351,parallel,build,32_lvrnw-key,32_lvrnw,mediatek-mt7622,412,
1789913904-1669380,2026-09-21T14:40:00+02:00,1789994400,parallel,build,22_dusukn-key,22_dusukn,ath79-nand,439,
1789913904-1669380,2026-09-21T14:40:51+02:00,1789994451,parallel,build,18_nefuk-key,18_nefuk,bcm27xx-bcm2710,442,
1789913904-1669380,2026-09-21T14:41:49+02:00,1789994509,parallel,build,22_dusukn-key,22_dusukn,lantiq-xrx200,406,
1789913904-1669380,2026-09-21T14:43:17+02:00,1789994597,parallel,build,22_dusukn,22_dusukn,ipq40xx-mikrotik,449,
1789913904-1669380,2026-09-21T14:43:44+02:00,1789994624,parallel,build,13_dusfl-key,13_dusfl,mpc85xx-p1020,389,
1789913904-1669380,2026-09-21T14:45:09+02:00,1789994709,parallel,build,30_sol-key,30_sol,x86-64,418,
1789913904-1669380,2026-09-21T14:45:21+02:00,1789994721,parallel,build,23_dusuks-key,23_dusuks,ramips-mt7621,444,
1789913904-1669380,2026-09-21T14:45:24+02:00,1789994724,parallel,build,32_lvrnw,32_lvrnw,mediatek-mt7622,348,
1789913904-1669380,2026-09-21T14:46:36+02:00,1789994796,parallel,build,22_dusukn,22_dusukn,ath79-nand,371,
1789913904-1669380,2026-09-21T14:47:12+02:00,1789994832,parallel,build,18_nefuk,18_nefuk,bcm27xx-bcm2710,377,
1789913904-1669380,2026-09-21T14:48:20+02:00,1789994900,parallel,build,22_dusukn,22_dusukn,lantiq-xrx200,373,
1789913904-1669380,2026-09-21T14:49:40+02:00,1789994980,parallel,build,13_dusfl,13_dusfl,mpc85xx-p1020,351,
1789913904-1669380,2026-09-21T14:50:25+02:00,1789995025,parallel,build,23_dusuks-key,23_dusuks,ipq40xx-mikrotik,405,
1789913904-1669380,2026-09-21T14:52:01+02:00,1789995121,parallel,build,33_lvrmo-key,33_lvrmo,mediatek-mt7622,371,
1789913904-1669380,2026-09-21T14:53:04+02:00,1789995184,parallel,build,30_sol,30_sol,x86-64,438,
1789913904-1669380,2026-09-21T14:53:47+02:00,1789995227,parallel,build,23_dusuks-key,23_dusuks,ath79-nand,425,
1789913904-1669380,2026-09-21T14:53:56+02:00,1789995236,parallel,build,23_dusuks,23_dusuks,ramips-mt7621,487,
1789913904-1669380,2026-09-21T14:54:47+02:00,1789995287,parallel,build,31_lvrno-key,31_lvrno,bcm27xx-bcm2710,432,
1789913904-1669380,2026-09-21T14:55:30+02:00,1789995330,parallel,build,23_dusuks-key,23_dusuks,lantiq-xrx200,417,
1789913904-1669380,2026-09-21T14:56:58+02:00,1789995418,parallel,build,12_dusuk-key,12_dusuk,mpc85xx-p1020,429,
1789913904-1669380,2026-09-21T14:58:37+02:00,1789995517,parallel,build,23_dusuks,23_dusuks,ipq40xx-mikrotik,485,
1789913904-1669380,2026-09-21T14:58:57+02:00,1789995537,parallel,build,33_lvrmo,33_lvrmo,mediatek-mt7622,411,
1789913904-1669380,2026-09-21T15:00:30+02:00,1789995630,parallel,build,23_dusuks,23_dusuks,ath79-nand,399,
1789913904-1669380,2026-09-21T15:01:17+02:00,1789995677,parallel,build,18_nefuk-key,18_nefuk,x86-64,461,
1789913904-1669380,2026-09-21T15:02:17+02:00,1789995737,parallel,build,24_dusukw-key,24_dusukw,ramips-mt7621,498,
1789913904-1669380,2026-09-21T15:02:30+02:00,1789995750,parallel,build,31_lvrno,31_lvrno,bcm27xx-bcm2710,444,
1789913904-1669380,2026-09-21T15:02:56+02:00,1789995776,parallel,build,23_dusuks,23_dusuks,lantiq-xrx200,420,
1789913904-1669380,2026-09-21T15:03:54+02:00,1789995834,parallel,build,12_dusuk,12_dusuk,mpc85xx-p1020,396,
1789913904-1669380,2026-09-21T15:05:57+02:00,1789995957,parallel,build,34_lvrmw-key,34_lvrmw,mediatek-mt7622,412,
1789913904-1669380,2026-09-21T15:06:50+02:00,1789996010,parallel,build,24_dusukw-key,24_dusukw,ipq40xx-mikrotik,466,
1789913904-1669380,2026-09-21T15:07:35+02:00,1789996055,parallel,build,24_dusukw-key,24_dusukw,ath79-nand,404,
1789913904-1669380,2026-09-21T15:09:26+02:00,1789996166,parallel,build,18_nefuk,18_nefuk,x86-64,468,
1789913904-1669380,2026-09-21T15:09:40+02:00,1789996180,parallel,build,32_lvrnw-key,32_lvrnw,bcm27xx-bcm2710,419,
1789913904-1669380,2026-09-21T15:09:54+02:00,1789996194,parallel,build,24_dusukw-key,24_dusukw,lantiq-xrx200,414,
1789913904-1669380,2026-09-21T15:10:41+02:00,1789996241,parallel,build,24_dusukw,24_dusukw,ramips-mt7621,481,
1789913904-1669380,2026-09-21T15:11:06+02:00,1789996266,parallel,build,01_vel-key,01_vel,mpc85xx-p1020,410,
1789913904-1669380,2026-09-21T15:12:58+02:00,1789996378,parallel,build,34_lvrmw,34_lvrmw,mediatek-mt7622,403,
1789913904-1669380,2026-09-21T15:14:21+02:00,1789996461,parallel,build,24_dusukw,24_dusukw,ath79-nand,378,
1789913904-1669380,2026-09-21T15:14:54+02:00,1789996494,parallel,build,24_dusukw,24_dusukw,ipq40xx-mikrotik,470,
1789913904-1669380,2026-09-21T15:16:18+02:00,1789996578,parallel,build,32_lvrnw,32_lvrnw,bcm27xx-bcm2710,395,
1789913904-1669380,2026-09-21T15:16:18+02:00,1789996578,parallel,build,24_dusukw,24_dusukw,lantiq-xrx200,380,
1789913904-1669380,2026-09-21T15:17:09+02:00,1789996629,parallel,build,31_lvrno-key,31_lvrno,x86-64,455,
1789913904-1669380,2026-09-21T15:17:44+02:00,1789996664,parallel,build,01_vel,01_vel,mpc85xx-p1020,391,
1789913904-1669380,2026-09-21T15:18:29+02:00,1789996709,parallel,build,30_sol-key,30_sol,ramips-mt7621,457,
1789913904-1669380,2026-09-21T15:19:50+02:00,1789996790,parallel,build,35_lvrso-key,35_lvrso,mediatek-mt7622,407,
1789913904-1669380,2026-09-21T15:21:15+02:00,1789996875,parallel,build,30_sol-key,30_sol,ath79-nand,384,
1789913904-1669380,2026-09-21T15:22:03+02:00,1789996923,parallel,build,30_sol-key,30_sol,ipq40xx-mikrotik,428,
1789913904-1669380,2026-09-21T15:22:39+02:00,1789996959,parallel,build,33_lvrmo-key,33_lvrmo,bcm27xx-bcm2710,370,
1789913904-1669380,2026-09-21T15:22:58+02:00,1789996978,parallel,build,30_sol-key,30_sol,lantiq-xrx200,389,
1789913904-1669380,2026-09-21T15:24:01+02:00,1789997041,parallel,build,02_met-key,02_met,mpc85xx-p1020,371,
1789913904-1669380,2026-09-21T15:24:47+02:00,1789997087,parallel,build,31_lvrno,31_lvrno,x86-64,451,
1789913904-1669380,2026-09-21T15:26:10+02:00,1789997170,parallel,build,35_lvrso,35_lvrso,mediatek-mt7622,373,
1789913904-1669380,2026-09-21T15:26:44+02:00,1789997204,parallel,build,30_sol,30_sol,ramips-mt7621,472,
1789913904-1669380,2026-09-21T15:28:11+02:00,1789997291,parallel,build,30_sol,30_sol,ath79-nand,408,
1789913904-1669380,2026-09-21T15:29:45+02:00,1789997385,parallel,build,30_sol,30_sol,lantiq-xrx200,405,
1789913904-1669380,2026-09-21T15:30:00+02:00,1789997400,parallel,build,30_sol,30_sol,ipq40xx-mikrotik,467,
1789913904-1669380,2026-09-21T15:30:06+02:00,1789997406,parallel,build,33_lvrmo,33_lvrmo,bcm27xx-bcm2710,429,
1789913904-1669380,2026-09-21T15:30:54+02:00,1789997454,parallel,build,02_met,02_met,mpc85xx-p1020,392,
1789913904-1669380,2026-09-21T15:32:28+02:00,1789997548,parallel,build,32_lvrnw-key,32_lvrnw,x86-64,453,
1789913904-1669380,2026-09-21T15:32:52+02:00,1789997572,parallel,build,36_lvrsw-key,36_lvrsw,mediatek-mt7622,374,
1789913904-1669380,2026-09-21T15:34:13+02:00,1789997653,parallel,build,18_nefuk-key,18_nefuk,ramips-mt7621,443,
1789913904-1669380,2026-09-21T15:34:48+02:00,1789997688,parallel,build,18_nefuk-key,18_nefuk,ath79-nand,378,
1789913904-1669380,2026-09-21T15:36:01+02:00,1789997761,parallel,build,18_nefuk-key,18_nefuk,lantiq-xrx200,363,
1789913904-1669380,2026-09-21T15:36:47+02:00,1789997807,parallel,build,34_lvrmw-key,34_lvrmw,bcm27xx-bcm2710,398,
1789913904-1669380,2026-09-21T15:37:12+02:00,1789997832,parallel,build,18_nefuk-key,18_nefuk,ipq40xx-mikrotik,430,
1789913904-1669380,2026-09-21T15:37:19+02:00,1789997839,parallel,build,03_rat-key,03_rat,mpc85xx-p1020,379,
1789913904-1669380,2026-09-21T15:39:21+02:00,1789997961,parallel,build,36_lvrsw,36_lvrsw,mediatek-mt7622,383,
1789913904-1669380,2026-09-21T15:40:09+02:00,1789998009,parallel,build,32_lvrnw,32_lvrnw,x86-64,449,
1789913904-1669380,2026-09-21T15:41:46+02:00,1789998106,parallel,build,18_nefuk,18_nefuk,ath79-nand,414,
1789913904-1669380,2026-09-21T15:42:38+02:00,1789998158,parallel,build,18_nefuk,18_nefuk,ramips-mt7621,489,
1789913904-1669380,2026-09-21T15:43:26+02:00,1789998206,parallel,build,18_nefuk,18_nefuk,lantiq-xrx200,422,
1789913904-1669380,2026-09-21T15:43:59+02:00,1789998239,parallel,build,34_lvrmw,34_lvrmw,bcm27xx-bcm2710,428,
1789913904-1669380,2026-09-21T15:44:14+02:00,1789998254,parallel,build,03_rat,03_rat,mpc85xx-p1020,413,
1789913904-1669380,2026-09-21T15:44:56+02:00,1789998296,parallel,build,18_nefuk,18_nefuk,ipq40xx-mikrotik,460,
1789913904-1669380,2026-09-21T15:46:07+02:00,1789998367,parallel,build,37_siwin-key,37_siwin,mediatek-mt7622,387,
1789913904-1669380,2026-09-21T15:47:43+02:00,1789998463,parallel,build,33_lvrmo-key,33_lvrmo,x86-64,450,
1789913904-1669380,2026-09-21T15:48:40+02:00,1789998520,parallel,build,31_lvrno-key,31_lvrno,ath79-nand,393,
1789913904-1669380,2026-09-21T15:49:47+02:00,1789998587,parallel,build,31_lvrno-key,31_lvrno,lantiq-xrx200,376,
1789913904-1669380,2026-09-21T15:50:44+02:00,1789998644,parallel,build,31_lvrno-key,31_lvrno,ramips-mt7621,459,
1789913904-1669380,2026-09-21T15:51:13+02:00,1789998673,parallel,build,35_lvrso-key,35_lvrso,bcm27xx-bcm2710,428,
1789913904-1669380,2026-09-21T15:51:16+02:00,1789998676,parallel,build,04_hld-key,04_hld,mpc85xx-p1020,414,
1789913904-1669380,2026-09-21T15:52:36+02:00,1789998756,parallel,build,31_lvrno-key,31_lvrno,ipq40xx-mikrotik,454,
1789913904-1669380,2026-09-21T15:53:25+02:00,1789998805,parallel,build,37_siwin,37_siwin,mediatek-mt7622,420,
1789913904-1669380,2026-09-21T15:55:43+02:00,1789998943,parallel,build,33_lvrmo,33_lvrmo,x86-64,472,
1789913904-1669380,2026-09-21T15:56:10+02:00,1789998970,parallel,build,31_lvrno,31_lvrno,ath79-nand,435,
1789913904-1669380,2026-09-21T15:56:58+02:00,1789999018,parallel,build,31_lvrno,31_lvrno,lantiq-xrx200,412,
1789913904-1669380,2026-09-21T15:57:39+02:00,1789999059,parallel,build,04_hld,04_hld,mpc85xx-p1020,381,
1789913904-1669380,2026-09-21T15:57:55+02:00,1789999075,parallel,build,35_lvrso,35_lvrso,bcm27xx-bcm2710,400,
1789913904-1669380,2026-09-21T15:59:05+02:00,1789999145,parallel,build,31_lvrno,31_lvrno,ramips-mt7621,473,
1789913904-1669380,2026-09-21T16:00:16+02:00,1789999216,parallel,build,38_siwiw-key,38_siwiw,mediatek-mt7622,407,
1789913904-1669380,2026-09-21T16:00:26+02:00,1789999226,parallel,build,31_lvrno,31_lvrno,ipq40xx-mikrotik,451,
1789913904-1669380,2026-09-21T16:02:48+02:00,1789999368,parallel,build,32_lvrnw-key,32_lvrnw,ath79-nand,394,
1789913904-1669380,2026-09-21T16:03:32+02:00,1789999412,parallel,build,34_lvrmw-key,34_lvrmw,x86-64,445,
1789913904-1669380,2026-09-21T16:03:44+02:00,1789999424,parallel,build,32_lvrnw-key,32_lvrnw,lantiq-xrx200,397,
1789913904-1669380,2026-09-21T16:04:24+02:00,1789999464,parallel,build,06_han-key,06_han,mpc85xx-p1020,392,
1789913904-1669380,2026-09-21T16:05:06+02:00,1789999506,parallel,build,36_lvrsw-key,36_lvrsw,bcm27xx-bcm2710,428,
1789913904-1669380,2026-09-21T16:06:50+02:00,1789999610,parallel,build,38_siwiw,38_siwiw,mediatek-mt7622,389,
1789913904-1669380,2026-09-21T16:07:35+02:00,1789999655,parallel,build,32_lvrnw-key,32_lvrnw,ramips-mt7621,484,
1789913904-1669380,2026-09-21T16:08:15+02:00,1789999695,parallel,build,32_lvrnw-key,32_lvrnw,ipq40xx-mikrotik,467,
1789913904-1669380,2026-09-21T16:10:03+02:00,1789999803,parallel,build,32_lvrnw,32_lvrnw,ath79-nand,424,
1789913904-1669380,2026-09-21T16:11:04+02:00,1789999864,parallel,build,32_lvrnw,32_lvrnw,lantiq-xrx200,438,
1789913904-1669380,2026-09-21T16:11:35+02:00,1789999895,parallel,build,06_han,06_han,mpc85xx-p1020,407,
1789913904-1669380,2026-09-21T16:11:46+02:00,1789999906,parallel,build,34_lvrmw,34_lvrmw,x86-64,483,
1789913904-1669380,2026-09-21T16:12:28+02:00,1789999948,parallel,build,36_lvrsw,36_lvrsw,bcm27xx-bcm2710,422,
1789913904-1669380,2026-09-21T16:13:37+02:00,1790000017,parallel,build,39_sin-key,39_sin,mediatek-mt7622,380,
1789913904-1669380,2026-09-21T16:15:29+02:00,1790000129,parallel,build,32_lvrnw,32_lvrnw,ramips-mt7621,465,
1789913904-1669380,2026-09-21T16:15:41+02:00,1790000141,parallel,build,32_lvrnw,32_lvrnw,ipq40xx-mikrotik,442,
1789913904-1669380,2026-09-21T16:16:53+02:00,1790000213,parallel,build,33_lvrmo-key,33_lvrmo,ath79-nand,388,
1789913904-1669380,2026-09-21T16:17:57+02:00,1790000277,parallel,build,33_lvrmo-key,33_lvrmo,lantiq-xrx200,408,
1789913904-1669380,2026-09-21T16:18:18+02:00,1790000298,parallel,build,07_erk-key,07_erk,mpc85xx-p1020,396,
1789913904-1669380,2026-09-21T16:19:29+02:00,1790000369,parallel,build,35_lvrso-key,35_lvrso,x86-64,460,
1789913904-1669380,2026-09-21T16:19:33+02:00,1790000373,parallel,build,37_siwin-key,37_siwin,bcm27xx-bcm2710,418,
1789913904-1669380,2026-09-21T16:20:24+02:00,1790000424,parallel,build,39_sin,39_sin,mediatek-mt7622,385,
1789913904-1669380,2026-09-21T16:23:15+02:00,1790000595,parallel,build,33_lvrmo-key,33_lvrmo,ipq40xx-mikrotik,443,
1789913904-1669380,2026-09-21T16:23:56+02:00,1790000636,parallel,build,33_lvrmo-key,33_lvrmo,ramips-mt7621,485,
