run_id,timestamp,epoch,build_order,phase,template,site_code,target,seconds,note
1789913904-1669380,2026-09-20T16:18:24+02:00,1789913904,parallel,run_start,-,-,-,0,domains=86 targets=20 steps=1720 sbranch=26091920sta
1789913904-1669380,2026-09-20T17:40:13+02:00,1789918813,parallel,prepare,-,-,-,4908,
1789913904-1669380,2026-09-20T18:02:21+02:00,1789920141,parallel,build,21_dias-key,21_dias,ramips-mt76x8,1328,
1789913904-1669380,2026-09-20T18:22:59+02:00,1789921379,parallel,build,21_dias-key,21_dias,rockchip-armv8,1196,
1789913904-1669380,2026-09-20T18:44:06+02:00,1789922646,parallel,build,21_dias-key,21_dias,x86-generic,1264,
1789913904-1669380,2026-09-20T19:14:48+02:00,1789924488,parallel,build,21_dias-key,21_dias,x86-64,1812,
1789913904-1669380,2026-09-20T19:35:21+02:00,1789925721,parallel,build,21_dias-key,21_dias,bcm27xx-bcm2710,1216,
1789913904-1669380,2026-09-20T19:56:14+02:00,1789926974,parallel,build,21_dias-key,21_dias,bcm27xx-bcm2711,1234,
1789913904-1669380,2026-09-20T20:13:20+02:00,1789928000,parallel,build,21_dias,21_dias,bcm27xx-bcm2711,780,
1789913904-1669380,2026-09-20T20:16:20+02:00,1789928180,parallel,build,21_dias,21_dias,x86-generic,775,
1789913904-1669380,2026-09-20T20:24:52+02:00,1789928692,parallel,build,21_dias,21_dias,mediatek-filogic,1712,
1789913904-1669380,2026-09-20T20:25:01+02:00,1789928701,parallel,build,21_dias,21_dias,ramips-mt7620,1542,
1789913904-1669380,2026-09-20T20:25:08+02:00,1789928708,parallel,build,10_wlf-key,10_wlf,bcm27xx-bcm2711,703,
1789913904-1669380,2026-09-20T20:28:04+02:00,1789928884,parallel,build,10_wlf-key,10_wlf,x86-generic,669,
1789913904-1669380,2026-09-20T20:34:39+02:00,1789929279,parallel,build,10_wlf-key,10_wlf,ramips-mt7620,574,
1789913904-1669380,2026-09-20T20:35:06+02:00,1789929306,parallel,build,10_wlf-key,10_wlf,mediatek-filogic,608,
1789913904-1669380,2026-09-20T20:35:28+02:00,1789929328,parallel,build,10_wlf,10_wlf,bcm27xx-bcm2711,619,
1789913904-1669380,2026-09-20T20:39:31+02:00,1789929571,parallel,build,10_wlf,10_wlf,x86-generic,660,
1789913904-1669380,2026-09-20T20:44:29+02:00,1789929869,parallel,build,10_wlf,10_wlf,ramips-mt7620,570,
1789913904-1669380,2026-09-20T20:45:35+02:00,1789929935,parallel,build,48_rdvw-key,48_rdvw,bcm27xx-bcm2711,604,
1789913904-1669380,2026-09-20T20:45:58+02:00,1789929958,parallel,build,10_wlf,10_wlf,mediatek-filogic,631,
1789913904-1669380,2026-09-20T20:46:34+02:00,1789929994,parallel,build,21_dias,21_dias,ipq40xx-generic,2954,
1789913904-1669380,2026-09-20T20:49:35+02:00,1789930175,parallel,build,21_dias,21_dias,ath79-generic,3075,
1789913904-1669380,2026-09-20T20:51:28+02:00,1789930288,parallel,build,48_rdvw-key,48_rdvw,x86-generic,682,
1789913904-1669380,2026-09-20T20:52:07+02:00,1789930327,parallel,build,21_dias,21_dias,mpc85xx-p1010,2982,
1789913904-1669380,2026-09-20T20:52:40+02:00,1789930360,parallel,build,21_dias,21_dias,ipq806x-generic,3075,
1789913904-1669380,2026-09-20T20:54:38+02:00,1789930478,parallel,build,48_rdvw-key,48_rdvw,ramips-mt7620,558,
1789913904-1669380,2026-09-20T20:55:56+02:00,1789930556,parallel,build,48_rdvw,48_rdvw,bcm27xx-bcm2711,605,
1789913904-1669380,2026-09-20T20:56:51+02:00,1789930611,parallel,build,48_rdvw-key,48_rdvw,mediatek-filogic,646,
1789913904-1669380,2026-09-20T20:57:50+02:00,1789930670,parallel,build,10_wlf-key,10_wlf,ipq40xx-generic,668,
1789913904-1669380,2026-09-20T21:00:52+02:00,1789930852,parallel,build,48_rdvw,48_rdvw,x86-generic,545,
1789913904-1669380,2026-09-20T21:01:04+02:00,1789930864,parallel,build,10_wlf-key,10_wlf,mpc85xx-p1010,530,
1789913904-1669380,2026-09-20T21:01:48+02:00,1789930908,parallel,build,10_wlf-key,10_wlf,ipq806x-generic,518,
1789913904-1669380,2026-09-20T21:02:59+02:00,1789930979,parallel,build,48_rdvw,48_rdvw,ramips-mt7620,449,
1789913904-1669380,2026-09-20T21:04:38+02:00,1789931078,parallel,build,10_wlf-key,10_wlf,ath79-generic,843,
1789913904-1669380,2026-09-20T21:06:23+02:00,1789931183,parallel,build,05_mon-key,05_mon,bcm27xx-bcm2711,585,
1789913904-1669380,2026-09-20T21:07:11+02:00,1789931231,parallel,build,48_rdvw,48_rdvw,mediatek-filogic,615,
1789913904-1669380,2026-09-20T21:08:39+02:00,1789931319,parallel,build,10_wlf,10_wlf,ipq40xx-generic,601,
1789913904-1669380,2026-09-20T21:11:02+02:00,1789931462,parallel,build,10_wlf,10_wlf,mpc85xx-p1010,596,
1789913904-1669380,2026-09-20T21:11:56+02:00,1789931516,parallel,build,10_wlf,10_wlf,ipq806x-generic,583,
1789913904-1669380,2026-09-20T21:12:05+02:00,1789931525,parallel,build,05_mon-key,05_mon,x86-generic,669,
1789913904-1669380,2026-09-20T21:12:44+02:00,1789931564,parallel,build,05_mon-key,05_mon,ramips-mt7620,493,
1789913904-1669380,2026-09-20T21:14:11+02:00,1789931651,parallel,build,05_mon,05_mon,bcm27xx-bcm2711,440,
1789913904-1669380,2026-09-20T21:15:36+02:00,1789931736,parallel,build,05_mon-key,05_mon,mediatek-filogic,478,
1789913904-1669380,2026-09-20T21:17:57+02:00,1789931877,parallel,build,10_wlf,10_wlf,ath79-generic,731,
1789913904-1669380,2026-09-20T21:18:14+02:00,1789931894,parallel,build,48_rdvw-key,48_rdvw,ipq40xx-generic,527,
1789913904-1669380,2026-09-20T21:20:07+02:00,1789932007,parallel,build,48_rdvw-key,48_rdvw,mpc85xx-p1010,515,
1789913904-1669380,2026-09-20T21:20:43+02:00,1789932043,parallel,build,48_rdvw-key,48_rdvw,ipq806x-generic,521,
1789913904-1669380,2026-09-20T21:21:22+02:00,1789932082,parallel,build,05_mon,05_mon,x86-generic,556,
1789913904-1669380,2026-09-20T21:21:59+02:00,1789932119,parallel,build,05_mon,05_mon,ramips-mt7620,521,
1789913904-1669380,2026-09-20T21:23:17+02:00,1789932197,parallel,build,13_dusfl-key,13_dusfl,bcm27xx-bcm2711,519,
1789913904-1669380,2026-09-20T21:24:47+02:00,1789932287,parallel,build,05_mon,05_mon,mediatek-filogic,519,
1789913904-1669380,2026-09-20T21:26:48+02:00,1789932408,parallel,build,48_rdvw,48_rdvw,ipq40xx-generic,469,
1789913904-1669380,2026-09-20T21:28:23+02:00,1789932503,parallel,build,48_rdvw,48_rdvw,mpc85xx-p1010,486,
1789913904-1669380,2026-09-20T21:29:31+02:00,1789932571,parallel,build,48_rdvw,48_rdvw,ipq806x-generic,520,
1789913904-1669380,2026-09-20T21:30:15+02:00,1789932615,parallel,build,13_dusfl-key,13_dusfl,ramips-mt7620,468,
1789913904-1669380,2026-09-20T21:31:42+02:00,1789932702,parallel,build,48_rdvw-key,48_rdvw,ath79-generic,768,
1789913904-1669380,2026-09-20T21:32:04+02:00,1789932724,parallel,build,13_dusfl-key,13_dusfl,x86-generic,613,
1789913904-1669380,2026-09-20T21:33:30+02:00,1789932810,parallel,build,13_dusfl,13_dusfl,bcm27xx-bcm2711,592,
1789913904-1669380,2026-09-20T21:34:28+02:00,1789932868,parallel,build,13_dusfl-key,13_dusfl,mediatek-filogic,555,
1789913904-1669380,2026-09-20T21:36:14+02:00,1789932974,parallel,build,05_mon-key,05_mon,ipq40xx-generic,514,
1789913904-1669380,2026-09-20T21:37:16+02:00,1789933036,parallel,build,05_mon-key,05_mon,mpc85xx-p1010,499,
1789913904-1669380,2026-09-20T21:37:59+02:00,1789933079,parallel,build,05_mon-key,05_mon,ipq806x-generic,500,
1789913904-1669380,2026-09-20T21:38:30+02:00,1789933110,parallel,build,13_dusfl,13_dusfl,ramips-mt7620,416,
1789913904-1669380,2026-09-20T21:40:35+02:00,1789933235,parallel,build,13_dusfl,13_dusfl,x86-generic,460,
1789913904-1669380,2026-09-20T21:40:58+02:00,1789933258,parallel,build,12_dusuk-key,12_dusuk,bcm27xx-bcm2711,422,
1789913904-1669380,2026-09-20T21:42:19+02:00,1789933339,parallel,build,13_dusfl,13_dusfl,mediatek-filogic,432,
1789913904-1669380,2026-09-20T21:44:03+02:00,1789933443,parallel,build,48_rdvw,48_rdvw,ath79-generic,686,
1789913904-1669380,2026-09-20T21:45:34+02:00,1789933534,parallel,build,05_mon,05_mon,mpc85xx-p1010,494,
1789913904-1669380,2026-09-20T21:46:24+02:00,1789933584,parallel,build,05_mon,05_mon,ipq40xx-generic,560,
1789913904-1669380,2026-09-20T21:47:28+02:00,1789933648,parallel,build,05_mon,05_mon,ipq806x-generic,565,
1789913904-1669380,2026-09-20T21:48:18+02:00,1789933698,parallel,build,12_dusuk-key,12_dusuk,ramips-mt7620,582,
1789913904-1669380,2026-09-20T21:50:38+02:00,1789933838,parallel,build,12_dusuk,12_dusuk,bcm27xx-bcm2711,577,
1789913904-1669380,2026-09-20T21:51:21+02:00,1789933881,parallel,build,12_dusuk-key,12_dusuk,x86-generic,641,
1789913904-1669380,2026-09-20T21:52:44+02:00,1789933964,parallel,build,12_dusuk-key,12_dusuk,mediatek-filogic,530,
1789913904-1669380,2026-09-20T21:53:45+02:00,1789934025,parallel,build,13_dusfl-key,13_dusfl,mpc85xx-p1010,453,
1789913904-1669380,2026-09-20T21:54:53+02:00,1789934093,parallel,build,13_dusfl-key,13_dusfl,ipq40xx-generic,478,
1789913904-1669380,2026-09-20T21:55:14+02:00,1789934114,parallel,build,13_dusfl-key,13_dusfl,ipq806x-generic,442,
1789913904-1669380,2026-09-20T21:55:38+02:00,1789934138,parallel,build,12_dusuk,12_dusuk,ramips-mt7620,435,
1789913904-1669380,2026-09-20T21:56:57+02:00,1789934217,parallel,build,05_mon-key,05_mon,ath79-generic,721,
1789913904-1669380,2026-09-20T21:59:02+02:00,1789934342,parallel,build,01_vel-key,01_vel,bcm27xx-bcm2711,473,
1789913904-1669380,2026-09-20T22:00:12+02:00,1789934412,parallel,build,12_dusuk,12_dusuk,x86-generic,527,
1789913904-1669380,2026-09-20T22:01:21+02:00,1789934481,parallel,build,12_dusuk,12_dusuk,mediatek-filogic,489,
1789913904-1669380,2026-09-20T22:01:56+02:00,1789934516,parallel,build,13_dusfl,13_dusfl,mpc85xx-p1010,476,
1789913904-1669380,2026-09-20T22:03:21+02:00,1789934601,parallel,build,13_dusfl,13_dusfl,ipq806x-generic,483,
1789913904-1669380,2026-09-20T22:03:56+02:00,1789934636,parallel,build,13_dusfl,13_dusfl,ipq40xx-generic,535,
1789913904-1669380,2026-09-20T22:04:08+02:00,1789934648,parallel,build,01_vel-key,01_vel,ramips-mt7620,477,
1789913904-1669380,2026-09-20T22:07:07+02:00,1789934827,parallel,build,01_vel,01_vel,bcm27xx-bcm2711,448,
1789913904-1669380,2026-09-20T22:09:19+02:00,1789934959,parallel,build,05_mon,05_mon,ath79-generic,695,
1789913904-1669380,2026-09-20T22:10:44+02:00,1789935044,parallel,build,12_dusuk-key,12_dusuk,mpc85xx-p1010,524,
1789913904-1669380,2026-09-20T22:10:45+02:00,1789935045,parallel,build,01_vel-key,01_vel,x86-generic,595,
1789913904-1669380,2026-09-20T22:10:52+02:00,1789935052,parallel,build,01_vel-key,01_vel,mediatek-filogic,551,
1789913904-1669380,2026-09-20T22:12:16+02:00,1789935136,parallel,build,12_dusuk-key,12_dusuk,ipq806x-generic,505,
1789913904-1669380,2026-09-20T22:12:53+02:00,1789935173,parallel,build,12_dusuk-key,12_dusuk,ipq40xx-generic,532,
1789913904-1669380,2026-09-20T22:13:48+02:00,1789935228,parallel,build,01_vel,01_vel,ramips-mt7620,579,
1789913904-1669380,2026-09-20T22:16:18+02:00,1789935378,parallel,build,02_met-key,02_met,bcm27xx-bcm2711,546,
1789913904-1669380,2026-09-20T22:18:06+02:00,1789935486,parallel,build,12_dusuk,12_dusuk,mpc85xx-p1010,403,
1789913904-1669380,2026-09-20T22:19:06+02:00,1789935546,parallel,build,01_vel,01_vel,mediatek-filogic,463,
1789913904-1669380,2026-09-20T22:20:00+02:00,1789935600,parallel,build,01_vel,01_vel,x86-generic,517,
1789913904-1669380,2026-09-20T22:20:19+02:00,1789935619,parallel,build,12_dusuk,12_dusuk,ipq806x-generic,475,
1789913904-1669380,2026-09-20T22:21:17+02:00,1789935677,parallel,build,02_met-key,02_met,ramips-mt7620,446,
1789913904-1669380,2026-09-20T22:21:33+02:00,1789935693,parallel,build,12_dusuk,12_dusuk,ipq40xx-generic,472,
1789913904-1669380,2026-09-20T22:21:47+02:00,1789935707,parallel,build,13_dusfl-key,13_dusfl,ath79-generic,673,
1789913904-1669380,2026-09-20T22:24:43+02:00,1789935883,parallel,build,02_met,02_met,bcm27xx-bcm2711,498,
1789913904-1669380,2026-09-20T22:26:15+02:00,1789935975,parallel,build,01_vel-key,01_vel,mpc85xx-p1010,450,
1789913904-1669380,2026-09-20T22:27:03+02:00,1789936023,parallel,build,02_met-key,02_met,mediatek-filogic,445,
1789913904-1669380,2026-09-20T22:27:54+02:00,1789936074,parallel,build,02_met-key,02_met,x86-generic,471,
1789913904-1669380,2026-09-20T22:28:02+02:00,1789936082,parallel,build,01_vel-key,01_vel,ipq806x-generic,440,
1789913904-1669380,2026-09-20T22:29:22+02:00,1789936162,parallel,build,02_met,02_met,ramips-mt7620,406,
1789913904-1669380,2026-09-20T22:30:23+02:00,1789936223,parallel,build,01_vel-key,01_vel,ipq40xx-generic,467,
1789913904-1669380,2026-09-20T22:32:20+02:00,1789936340,parallel,build,03_rat-key,03_rat,bcm27xx-bcm2711,448,
1789913904-1669380,2026-09-20T22:34:44+02:00,1789936484,parallel,build,13_dusfl,13_dusfl,ath79-generic,692,
1789913904-1669380,2026-09-20T22:34:44+02:00,1789936484,parallel,build,01_vel,01_vel,mpc85xx-p1010,463,
1789913904-1669380,2026-09-20T22:35:05+02:00,1789936505,parallel,build,02_met,02_met,mediatek-filogic,475,
1789913904-1669380,2026-09-20T22:36:32+02:00,1789936592,parallel,build,01_vel,01_vel,ipq806x-generic,507,
1789913904-1669380,2026-09-20T22:37:08+02:00,1789936628,parallel,build,02_met,02_met,x86-generic,548,
1789913904-1669380,2026-09-20T22:38:13+02:00,1789936693,parallel,build,03_rat-key,03_rat,ramips-mt7620,491,
1789913904-1669380,2026-09-20T22:39:33+02:00,1789936773,parallel,build,01_vel,01_vel,ipq40xx-generic,539,
1789913904-1669380,2026-09-20T22:42:13+02:00,1789936933,parallel,build,03_rat,03_rat,bcm27xx-bcm2711,564,
1789913904-1669380,2026-09-20T22:44:00+02:00,1789937040,parallel,build,02_met-key,02_met,mpc85xx-p1010,479,
1789913904-1669380,2026-09-20T22:45:09+02:00,1789937109,parallel,build,03_rat-key,03_rat,mediatek-filogic,544,
1789913904-1669380,2026-09-20T22:45:33+02:00,1789937133,parallel,build,02_met-key,02_met,ipq806x-generic,533,
1789913904-1669380,2026-09-20T22:46:51+02:00,1789937211,parallel,build,03_rat,03_rat,ramips-mt7620,488,
1789913904-1669380,2026-09-20T22:47:15+02:00,1789937235,parallel,build,03_rat-key,03_rat,x86-generic,574,
1789913904-1669380,2026-09-20T22:49:26+02:00,1789937366,parallel,build,12_dusuk-key,12_dusuk,ath79-generic,805,
1789913904-1669380,2026-09-20T22:49:39+02:00,1789937379,parallel,build,02_met-key,02_met,ipq40xx-generic,566,
1789913904-1669380,2026-09-20T22:51:46+02:00,1789937506,parallel,build,04_hld-key,04_hld,bcm27xx-bcm2711,535,
1789913904-1669380,2026-09-20T22:52:34+02:00,1789937554,parallel,build,02_met,02_met,mpc85xx-p1010,465,
1789913904-1669380,2026-09-20T22:53:50+02:00,1789937630,parallel,build,02_met,02_met,ipq806x-generic,495,
1789913904-1669380,2026-09-20T22:54:47+02:00,1789937687,parallel,build,03_rat,03_rat,mediatek-filogic,569,
1789913904-1669380,2026-09-20T22:56:04+02:00,1789937764,parallel,build,04_hld-key,04_hld,ramips-mt7620,532,
1789913904-1669380,2026-09-20T22:56:47+02:00,1789937807,parallel,build,03_rat,03_rat,x86-generic,570,
1789913904-1669380,2026-09-20T22:58:48+02:00,1789937928,parallel,build,02_met,02_met,ipq40xx-generic,502,
1789913904-1669380,2026-09-20T23:00:32+02:00,1789938032,parallel,build,04_hld,04_hld,bcm27xx-bcm2711,516,
1789913904-1669380,2026-09-20T23:01:34+02:00,1789938094,parallel,build,03_rat-key,03_rat,mpc85xx-p1010,510,
1789913904-1669380,2026-09-20T23:02:48+02:00,1789938168,parallel,build,12_dusuk,12_dusuk,ath79-generic,760,
1789913904-1669380,2026-09-20T23:03:11+02:00,1789938191,parallel,build,03_rat-key,03_rat,ipq806x-generic,521,
1789913904-1669380,2026-09-20T23:03:45+02:00,1789938225,parallel,build,04_hld-key,04_hld,mediatek-filogic,510,
1789913904-1669380,2026-09-20T23:04:42+02:00,1789938282,parallel,build,04_hld,04_hld,ramips-mt7620,511,
1789913904-1669380,2026-09-20T23:05:35+02:00,1789938335,parallel,build,04_hld-key,04_hld,x86-generic,496,
1789913904-1669380,2026-09-20T23:06:52+02:00,1789938412,parallel,build,03_rat-key,03_rat,ipq40xx-generic,447,
1789913904-1669380,2026-09-20T23:07:48+02:00,1789938468,parallel,build,06_han-key,06_han,bcm27xx-bcm2711,396,
1789913904-1669380,2026-09-20T23:09:03+02:00,1789938543,parallel,build,03_rat,03_rat,mpc85xx-p1010,411,
1789913904-1669380,2026-09-20T23:09:27+02:00,1789938567,parallel,build,03_rat,03_rat,ipq806x-generic,371,
1789913904-1669380,2026-09-20T23:10:58+02:00,1789938658,parallel,build,04_hld,04_hld,mediatek-filogic,399,
1789913904-1669380,2026-09-20T23:11:09+02:00,1789938669,parallel,build,06_han-key,06_han,ramips-mt7620,378,
1789913904-1669380,2026-09-20T23:12:53+02:00,1789938773,parallel,build,01_vel-key,01_vel,ath79-generic,596,
1789913904-1669380,2026-09-20T23:14:06+02:00,1789938846,parallel,build,04_hld,04_hld,x86-generic,504,
1789913904-1669380,2026-09-20T23:15:06+02:00,1789938906,parallel,build,03_rat,03_rat,ipq40xx-generic,483,
1789913904-1669380,2026-09-20T23:15:45+02:00,1789938945,parallel,build,06_han,06_han,bcm27xx-bcm2711,469,
1789913904-1669380,2026-09-20T23:16:31+02:00,1789938991,parallel,build,04_hld-key,04_hld,mpc85xx-p1010,434,
1789913904-1669380,2026-09-20T23:16:47+02:00,1789939007,parallel,build,04_hld-key,04_hld,ipq806x-generic,434,
1789913904-1669380,2026-09-20T23:18:29+02:00,1789939109,parallel,build,06_han,06_han,ramips-mt7620,423,
1789913904-1669380,2026-09-20T23:18:50+02:00,1789939130,parallel,build,06_han-key,06_han,mediatek-filogic,445,
1789913904-1669380,2026-09-20T23:21:46+02:00,1789939306,parallel,build,06_han-key,06_han,x86-generic,429,
1789913904-1669380,2026-09-20T23:22:49+02:00,1789939369,parallel,build,04_hld-key,04_hld,ipq40xx-generic,425,
1789913904-1669380,2026-09-20T23:22:54+02:00,1789939374,parallel,build,07_erk-key,07_erk,bcm27xx-bcm2711,410,
1789913904-1669380,2026-09-20T23:23:19+02:00,1789939399,parallel,build,04_hld,04_hld,mpc85xx-p1010,400,
1789913904-1669380,2026-09-20T23:23:20+02:00,1789939400,parallel,build,01_vel,01_vel,ath79-generic,594,
1789913904-1669380,2026-09-20T23:25:38+02:00,1789939538,parallel,build,04_hld,04_hld,ipq806x-generic,529,
1789913904-1669380,2026-09-20T23:27:03+02:00,1789939623,parallel,build,07_erk-key,07_erk,ramips-mt7620,493,
1789913904-1669380,2026-09-20T23:28:10+02:00,1789939690,parallel,build,06_han,06_han,mediatek-filogic,556,
1789913904-1669380,2026-09-20T23:31:05+02:00,1789939865,parallel,build,06_han,06_han,x86-generic,521,
1789913904-1669380,2026-09-20T23:32:29+02:00,1789939949,parallel,build,06_han-key,06_han,mpc85xx-p1010,438,
1789913904-1669380,2026-09-20T23:33:09+02:00,1789939989,parallel,build,07_erk,07_erk,bcm27xx-bcm2711,521,
1789913904-1669380,2026-09-20T23:33:26+02:00,1789940006,parallel,build,04_hld,04_hld,ipq40xx-generic,539,
1789913904-1669380,2026-09-20T23:33:43+02:00,1789940023,parallel,build,06_han-key,06_han,ipq806x-generic,480,
1789913904-1669380,2026-09-20T23:35:14+02:00,1789940114,parallel,build,07_erk,07_erk,ramips-mt7620,449,
1789913904-1669380,2026-09-20T23:36:46+02:00,1789940206,parallel,build,02_met-key,02_met,ath79-generic,693,
1789913904-1669380,2026-09-20T23:36:54+02:00,1789940214,parallel,build,07_erk-key,07_erk,mediatek-filogic,522,
1789913904-1669380,2026-09-20T23:40:44+02:00,1789940444,parallel,build,06_han,06_han,mpc85xx-p1010,464,
1789913904-1669380,2026-09-20T23:40:50+02:00,1789940450,parallel,build,07_erk-key,07_erk,x86-generic,542,
1789913904-1669380,2026-09-20T23:41:22+02:00,1789940482,parallel,build,08_hlg-key,08_hlg,bcm27xx-bcm2711,489,
1789913904-1669380,2026-09-20T23:42:33+02:00,1789940553,parallel,build,06_han,06_han,ipq806x-generic,528,
1789913904-1669380,2026-09-20T23:42:47+02:00,1789940567,parallel,build,06_han-key,06_han,ipq40xx-generic,550,
1789913904-1669380,2026-09-20T23:43:58+02:00,1789940638,parallel,build,08_hlg-key,08_hlg,ramips-mt7620,515,
1789913904-1669380,2026-09-20T23:46:21+02:00,1789940781,parallel,build,07_erk,07_erk,mediatek-filogic,510,
1789913904-1669380,2026-09-20T23:48:31+02:00,1789940911,parallel,build,07_erk-key,07_erk,mpc85xx-p1010,463,
1789913904-1669380,2026-09-20T23:49:56+02:00,1789940996,parallel,build,02_met,02_met,ath79-generic,726,
1789913904-1669380,2026-09-20T23:49:58+02:00,1789940998,parallel,build,08_hlg,08_hlg,bcm27xx-bcm2711,468,
1789913904-1669380,2026-09-20T23:51:55+02:00,1789941115,parallel,build,07_erk-key,07_erk,ipq806x-generic,559,
1789913904-1669380,2026-09-20T23:52:03+02:00,1789941123,parallel,build,06_han,06_han,ipq40xx-generic,552,
1789913904-1669380,2026-09-20T23:52:04+02:00,1789941124,parallel,build,07_erk,07_erk,x86-generic,651,
1789913904-1669380,2026-09-20T23:53:00+02:00,1789941180,parallel,build,08_hlg,08_hlg,ramips-mt7620,504,
1789913904-1669380,2026-09-20T23:55:02+02:00,1789941302,parallel,build,08_hlg-key,08_hlg,mediatek-filogic,498,
1789913904-1669380,2026-09-20T23:56:26+02:00,1789941386,parallel,build,07_erk,07_erk,mpc85xx-p1010,435,
1789913904-1669380,2026-09-20T23:58:39+02:00,1789941519,parallel,build,09_lgf-key,09_lgf,bcm27xx-bcm2711,422,
1789913904-1669380,2026-09-20T23:59:27+02:00,1789941567,parallel,build,07_erk,07_erk,ipq806x-generic,448,
1789913904-1669380,2026-09-21T00:00:17+02:00,1789941617,parallel,build,07_erk-key,07_erk,ipq40xx-generic,485,
1789913904-1669380,2026-09-21T00:01:01+02:00,1789941661,parallel,build,08_hlg-key,08_hlg,x86-generic,528,
1789913904-1669380,2026-09-21T00:01:17+02:00,1789941677,parallel,build,09_lgf-key,09_lgf,ramips-mt7620,468,
1789913904-1669380,2026-09-21T00:02:49+02:00,1789941769,parallel,build,03_rat-key,03_rat,ath79-generic,672,
1789913904-1669380,2026-09-21T00:04:02+02:00,1789941842,parallel,build,08_hlg,08_hlg,mediatek-filogic,531,
1789913904-1669380,2026-09-21T00:04:58+02:00,1789941898,parallel,build,08_hlg-key,08_hlg,mpc85xx-p1010,465,
1789913904-1669380,2026-09-21T00:06:50+02:00,1789942010,parallel,build,09_lgf,09_lgf,bcm27xx-bcm2711,476,
1789913904-1669380,2026-09-21T00:07:31+02:00,1789942051,parallel,build,08_hlg-key,08_hlg,ipq806x-generic,467,
1789913904-1669380,2026-09-21T00:08:32+02:00,1789942112,parallel,build,07_erk,07_erk,ipq40xx-generic,464,
1789913904-1669380,2026-09-21T00:09:15+02:00,1789942155,parallel,build,09_lgf,09_lgf,ramips-mt7620,467,
1789913904-1669380,2026-09-21T00:10:41+02:00,1789942241,parallel,build,08_hlg,08_hlg,x86-generic,555,
1789913904-1669380,2026-09-21T00:12:26+02:00,1789942346,parallel,build,09_lgf-key,09_lgf,mediatek-filogic,500,
1789913904-1669380,2026-09-21T00:13:12+02:00,1789942392,parallel,build,08_hlg,08_hlg,mpc85xx-p1010,489,
1789913904-1669380,2026-09-21T00:14:57+02:00,1789942497,parallel,build,08_hlg,08_hlg,ipq806x-generic,445,
1789913904-1669380,2026-09-21T00:16:15+02:00,1789942575,parallel,build,11_lvr-key,11_lvr,bcm27xx-bcm2711,526,
1789913904-1669380,2026-09-21T00:16:41+02:00,1789942601,parallel,build,03_rat,03_rat,ath79-generic,770,
1789913904-1669380,2026-09-21T00:18:03+02:00,1789942683,parallel,build,11_lvr-key,11_lvr,ramips-mt7620,473,
1789913904-1669380,2026-09-21T00:18:23+02:00,1789942703,parallel,build,08_hlg-key,08_hlg,ipq40xx-generic,494,
1789913904-1669380,2026-09-21T00:19:29+02:00,1789942769,parallel,build,09_lgf-key,09_lgf,x86-generic,522,
1789913904-1669380,2026-09-21T00:21:26+02:00,1789942886,parallel,build,09_lgf,09_lgf,mediatek-filogic,529,
1789913904-1669380,2026-09-21T00:21:52+02:00,1789942912,parallel,build,09_lgf-key,09_lgf,mpc85xx-p1010,503,
1789913904-1669380,2026-09-21T00:23:35+02:00,1789943015,parallel,build,09_lgf-key,09_lgf,ipq806x-generic,440,
1789913904-1669380,2026-09-21T00:24:09+02:00,1789943049,parallel,build,11_lvr,11_lvr,bcm27xx-bcm2711,450,
1789913904-1669380,2026-09-21T00:26:08+02:00,1789943168,parallel,build,11_lvr,11_lvr,ramips-mt7620,436,
1789913904-1669380,2026-09-21T00:27:00+02:00,1789943220,parallel,build,08_hlg,08_hlg,ipq40xx-generic,480,
1789913904-1669380,2026-09-21T00:28:21+02:00,1789943301,parallel,build,09_lgf,09_lgf,x86-generic,499,
1789913904-1669380,2026-09-21T00:29:31+02:00,1789943371,parallel,build,04_hld-key,04_hld,ath79-generic,741,
1789913904-1669380,2026-09-21T00:30:38+02:00,1789943438,parallel,build,09_lgf,09_lgf,mpc85xx-p1010,500,
1789913904-1669380,2026-09-21T00:30:39+02:00,1789943439,parallel,build,11_lvr-key,11_lvr,mediatek-filogic,533,
1789913904-1669380,2026-09-21T00:32:57+02:00,1789943577,parallel,build,09_lgf,09_lgf,ipq806x-generic,536,
1789913904-1669380,2026-09-21T00:33:34+02:00,1789943614,parallel,build,14_bar-key,14_bar,bcm27xx-bcm2711,559,
1789913904-1669380,2026-09-21T00:35:22+02:00,1789943722,parallel,build,14_bar-key,14_bar,ramips-mt7620,532,
1789913904-1669380,2026-09-21T00:36:21+02:00,1789943781,parallel,build,09_lgf-key,09_lgf,ipq40xx-generic,512,
1789913904-1669380,2026-09-21T00:37:42+02:00,1789943862,parallel,build,11_lvr-key,11_lvr,x86-generic,498,
1789913904-1669380,2026-09-21T00:38:14+02:00,1789943894,parallel,build,11_lvr-key,11_lvr,mpc85xx-p1010,403,
1789913904-1669380,2026-09-21T00:38:37+02:00,1789943917,parallel,build,11_lvr,11_lvr,mediatek-filogic,426,
1789913904-1669380,2026-09-21T00:40:23+02:00,1789944023,parallel,build,11_lvr-key,11_lvr,ipq806x-generic,416,
1789913904-1669380,2026-09-21T00:40:33+02:00,1789944033,parallel,build,14_bar,14_bar,bcm27xx-bcm2711,416,
1789913904-1669380,2026-09-21T00:40:48+02:00,1789944048,parallel,build,04_hld,04_hld,ath79-generic,667,
